/Dret<0> X,/Dret<0> Y
4.525000000000026e-08,1.799997652054762
4.537500000000026e-08,1.799998718896478
4.550000000000026e-08,1.799999355117205
4.562500000000026e-08,1.799999720901422
4.575000000000027e-08,1.799999925356558
4.587500000000026e-08,1.80000004196109
4.6e-08,1.800000107594795
4.612500000000028e-08,1.800002053213425
4.625000000000028e-08,1.799967712402136
4.637500000000028e-08,1.800176056634544
4.650000000000028e-08,1.80101353023205
4.662500000000029e-08,1.804984325642215
4.675000000000029e-08,1.810585018708672
4.687500000000029e-08,1.81114684777988
4.70000000000003e-08,1.803512922869587
4.71250000000003e-08,1.800712120725923
4.72500000000003e-08,1.800088129426014
4.73750000000003e-08,1.799970137441329
4.750000000000031e-08,1.799949887363596
4.762500000000031e-08,1.799949715869312
4.775000000000031e-08,1.799952448499494
4.787500000000031e-08,1.79995509888695
4.800000000000001e-08,1.799957469499651
4.812500000000032e-08,1.799957170421971
4.825000000000032e-08,1.800107282006493
4.837500000000033e-08,1.799664214785743
4.850000000000033e-08,1.792354368694366
4.862500000000033e-08,1.785044598920745
4.875000000000033e-08,1.793021745268228
4.887500000000034e-08,1.799216013001517
4.900000000000034e-08,1.799942425341505
4.912500000000034e-08,1.799994672198753
4.925000000000035e-08,1.799997715047711
4.937500000000035e-08,1.799998668203415
4.950000000000035e-08,1.799999306209188
4.962500000000035e-08,1.799999674928468
4.975000000000036e-08,1.799999880380503
4.987500000000035e-08,1.799999997573655
5e-08,1.800000063686249
5.012500000000036e-08,1.800002012968216
5.025000000000037e-08,1.799967674055317
5.037500000000037e-08,1.800176122339553
5.050000000000037e-08,1.801013212935084
5.062500000000038e-08,1.804982816805478
5.075000000000038e-08,1.810582476554295
5.087500000000038e-08,1.81114786230536
5.100000000000038e-08,1.803523011680612
5.112500000000039e-08,1.800735326746826
5.125000000000039e-08,1.800114916216948
5.137500000000039e-08,1.799995866313279
5.150000000000039e-08,1.799973427128353
5.16250000000004e-08,1.799971021728829
5.17500000000004e-08,1.799971759378362
5.18750000000004e-08,1.799972669296066
5.200000000000001e-08,1.799973525355538
5.212500000000041e-08,1.799971887365328
5.225000000000041e-08,1.800120850338993
5.237500000000041e-08,1.799676699289705
5.250000000000042e-08,1.792356774205027
5.262500000000042e-08,1.785046670881646
5.275000000000042e-08,1.793021969938974
5.287500000000043e-08,1.799215741591944
5.300000000000043e-08,1.799942334765257
5.312500000000043e-08,1.799994660239194
5.325000000000043e-08,1.799997742522372
5.337500000000044e-08,1.799998701886233
5.350000000000044e-08,1.799999341912033
5.362500000000044e-08,1.799999712313014
5.375000000000044e-08,1.799999919168203
5.387500000000044e-08,1.800000037466317
5.4e-08,1.800000104473188
5.412500000000045e-08,1.799998790810354
5.425000000000046e-08,1.799967913507113
5.437500000000046e-08,1.800180111150601
5.450000000000046e-08,1.801021543941473
5.462500000000046e-08,1.805012026031688
5.475000000000047e-08,1.817230555947434
5.487500000000047e-08,1.80730977652845
5.500000000000047e-08,1.80031232537471
5.512500000000048e-08,1.799989055310604
5.525000000000048e-08,1.799979038206052
5.537500000000048e-08,1.799978926064521
5.550000000000048e-08,1.799979277320614
5.562500000000049e-08,1.799979755684203
5.575000000000049e-08,1.799980259368586
5.587500000000049e-08,1.799980744891629
5.600000000000001e-08,1.799981207076015
5.61250000000005e-08,1.799979714625672
5.62500000000005e-08,1.800080276939741
5.63750000000005e-08,1.799900547855729
5.650000000000051e-08,1.799839530076375
5.662500000000051e-08,1.801525631042148
5.675000000000051e-08,1.89637410967195
5.687500000000051e-08,0.03421329257665184
5.700000000000052e-08,0.004810599595954229
5.712500000000052e-08,0.001684224064618732
5.725000000000052e-08,0.0005604017419216179
5.737500000000053e-08,0.0001836319458674924
5.750000000000053e-08,5.880255639182085e-05
5.762500000000053e-08,2.093232860668342e-05
5.775000000000053e-08,1.046004473772619e-05
5.787500000000053e-08,7.265915097971129e-06
5.8e-08,6.304802631116091e-06
5.812500000000054e-08,8.034173737921812e-06
5.825000000000054e-08,-3.731186838574295e-05
5.837500000000055e-08,2.265868059787914e-05
5.850000000000055e-08,0.0002144028959419592
5.862500000000055e-08,0.0009154181459075854
5.875000000000056e-08,-0.0001027572062637303
5.887500000000056e-08,-8.155821094717396e-06
5.900000000000056e-08,-9.414216173583308e-05
5.912500000000056e-08,-2.227734156596889e-05
5.925000000000057e-08,-7.371520001938494e-06
5.937500000000057e-08,-2.01770099680463e-06
5.950000000000057e-08,-4.162282794100155e-07
5.962500000000058e-08,-1.407622792641505e-08
5.975000000000057e-08,7.027107270753152e-08
5.987500000000058e-08,8.800555036068141e-08
