/D<0> X,/D<0> Y
3.6e-08,0
3.612500000000005e-08,0
3.625000000000006e-08,0
3.637500000000006e-08,0
3.650000000000006e-08,0
3.662500000000006e-08,0
3.675000000000007e-08,0
3.687500000000007e-08,0
3.700000000000007e-08,0
3.712500000000008e-08,0
3.725000000000008e-08,0
3.737500000000008e-08,0
3.750000000000008e-08,0
3.762500000000009e-08,0
3.775000000000009e-08,0
3.787500000000009e-08,0
3.8e-08,0
3.81250000000001e-08,1.8
3.82500000000001e-08,1.8
3.83750000000001e-08,1.8
3.850000000000011e-08,1.8
3.862500000000011e-08,1.8
3.875000000000011e-08,1.8
3.887500000000011e-08,1.8
3.900000000000012e-08,1.8
3.912500000000012e-08,1.8
3.925000000000012e-08,1.8
3.937500000000013e-08,1.8
3.950000000000013e-08,1.8
3.962500000000013e-08,1.8
3.975000000000013e-08,1.8
3.987500000000013e-08,1.8
4.000000000000001e-08,1.8
4.012500000000014e-08,1.8
4.025000000000015e-08,1.8
4.037500000000015e-08,1.8
4.050000000000015e-08,1.8
4.062500000000015e-08,1.8
4.075000000000016e-08,1.8
4.087500000000016e-08,1.8
4.100000000000016e-08,1.8
4.112500000000016e-08,1.8
4.125000000000017e-08,1.8
4.137500000000017e-08,1.8
4.150000000000017e-08,1.8
4.162500000000018e-08,1.8
4.175000000000018e-08,1.8
4.187500000000017e-08,1.8
4.2e-08,1.8
4.212500000000019e-08,1.8
4.225000000000019e-08,1.8
4.237500000000019e-08,1.8
4.25000000000002e-08,1.8
4.26250000000002e-08,1.8
4.27500000000002e-08,1.8
4.28750000000002e-08,1.8
4.300000000000021e-08,1.8
4.312500000000021e-08,1.8
4.325000000000021e-08,1.8
4.337500000000021e-08,1.8
4.350000000000022e-08,1.8
4.362500000000022e-08,1.8
4.375000000000022e-08,1.8
4.387500000000022e-08,1.8
4.4e-08,1.8
4.412500000000023e-08,1.8
4.425000000000023e-08,1.8
4.437500000000024e-08,1.8
4.450000000000024e-08,1.8
4.462500000000024e-08,1.8
4.475000000000025e-08,1.8
4.487500000000025e-08,1.8
4.500000000000025e-08,1.8
4.512500000000025e-08,1.8
4.525000000000026e-08,1.8
4.537500000000026e-08,1.8
4.550000000000026e-08,1.8
4.562500000000026e-08,1.8
4.575000000000027e-08,1.8
4.587500000000026e-08,1.8
4.6e-08,1.8
4.612500000000028e-08,1.8
4.625000000000028e-08,1.8
4.637500000000028e-08,1.8
4.650000000000028e-08,1.8
4.662500000000029e-08,1.8
4.675000000000029e-08,1.8
4.687500000000029e-08,1.8
4.70000000000003e-08,1.8
4.71250000000003e-08,1.8
4.72500000000003e-08,1.8
4.73750000000003e-08,1.8
4.750000000000031e-08,1.8
4.762500000000031e-08,1.8
4.775000000000031e-08,1.8
4.787500000000031e-08,1.8
