/D<0> X,/D<0> Y
1.247499999999992e-07,1.8
1.248749999999992e-07,1.8
1.249999999999992e-07,1.8
1.251249999999992e-07,1.8
1.252499999999992e-07,1.8
1.253749999999992e-07,1.8
1.254999999999992e-07,1.8
1.256249999999992e-07,1.8
1.257499999999992e-07,1.8
1.258749999999992e-07,1.8
1.259999999999992e-07,1.8
1.261249999999993e-07,1.8
1.262499999999993e-07,1.8
1.263749999999993e-07,1.8
1.264999999999993e-07,1.8
1.266249999999993e-07,1.8
1.267499999999993e-07,1.8
1.268749999999993e-07,1.8
1.269999999999993e-07,1.8
1.271249999999993e-07,1.8
1.272499999999993e-07,1.8
1.273749999999994e-07,1.8
1.274999999999994e-07,1.8
1.276249999999994e-07,1.8
1.277499999999994e-07,1.8
1.278749999999994e-07,1.8
1.279999999999994e-07,1.8
1.281249999999994e-07,1.8
1.282499999999994e-07,1.8
1.283749999999994e-07,1.8
1.284999999999994e-07,1.8
1.286249999999994e-07,1.8
1.287499999999995e-07,1.8
1.288749999999995e-07,1.8
1.289999999999995e-07,1.8
1.291249999999995e-07,1.8
1.292499999999995e-07,1.8
1.293749999999995e-07,1.8
1.294999999999995e-07,1.8
1.296249999999995e-07,1.8
1.297499999999995e-07,1.8
1.298749999999995e-07,1.8
1.299999999999995e-07,1.8
1.301249999999996e-07,0
1.302499999999996e-07,0
1.303749999999996e-07,0
1.304999999999996e-07,0
1.306249999999996e-07,0
1.307499999999996e-07,0
1.308749999999996e-07,0
1.309999999999996e-07,0
1.311249999999996e-07,0
1.312499999999996e-07,0
1.313749999999997e-07,0
1.314999999999997e-07,0
1.316249999999997e-07,0
1.317499999999997e-07,0
1.318749999999997e-07,0
1.319999999999997e-07,0
1.321249999999997e-07,0
1.322499999999997e-07,0
1.323749999999997e-07,0
1.324999999999997e-07,0
1.326249999999997e-07,0
1.327499999999998e-07,0
1.328749999999998e-07,0
1.329999999999998e-07,0
1.331249999999998e-07,0
1.332499999999998e-07,0
1.333749999999998e-07,0
1.334999999999998e-07,0
1.336249999999998e-07,0
1.337499999999998e-07,0
1.338749999999998e-07,0
1.339999999999998e-07,0
1.341249999999999e-07,0
1.342499999999999e-07,0
1.343749999999999e-07,0
1.344999999999999e-07,0
1.346249999999999e-07,0
1.347499999999999e-07,0
1.348749999999999e-07,0
1.349999999999999e-07,0
1.351249999999999e-07,0
1.352499999999999e-07,0
1.35375e-07,0
1.355e-07,0
1.35625e-07,0
1.3575e-07,0
1.35875e-07,0
1.36e-07,0
1.36125e-07,0
1.3625e-07,0
1.36375e-07,0
1.365e-07,0
1.36625e-07,0
1.367500000000001e-07,0
1.368750000000001e-07,0
1.370000000000001e-07,0
1.371250000000001e-07,0
1.372500000000001e-07,0
1.373750000000001e-07,0
1.375000000000001e-07,0
1.376250000000001e-07,0
1.377500000000001e-07,0
1.378750000000001e-07,0
1.38e-07,0
1.381250000000002e-07,0
1.382500000000002e-07,0
1.383750000000002e-07,0
1.385000000000002e-07,0
1.386250000000002e-07,0
1.387500000000002e-07,0
1.388750000000002e-07,0
1.390000000000002e-07,0
1.391250000000002e-07,0
1.392500000000002e-07,0
1.393750000000003e-07,0
1.395000000000003e-07,0
1.396250000000003e-07,0
1.397500000000003e-07,0
1.398750000000003e-07,0
1.4e-07,0
1.401250000000003e-07,0
1.402500000000003e-07,0
1.403750000000003e-07,0
1.405000000000003e-07,0
1.406250000000003e-07,0
1.407500000000004e-07,0
1.408750000000004e-07,0
1.410000000000004e-07,0
1.411250000000004e-07,0
1.412500000000004e-07,0
1.413750000000004e-07,0
1.415000000000004e-07,0
1.416250000000004e-07,0
1.417500000000004e-07,0
1.418750000000004e-07,0
1.42e-07,0
1.421250000000005e-07,0
1.422500000000005e-07,0
1.423750000000005e-07,0
1.425000000000005e-07,0
1.426250000000005e-07,0
1.427500000000005e-07,0
1.428750000000005e-07,0
1.430000000000005e-07,0
1.431250000000005e-07,0
1.432500000000005e-07,0
1.433750000000006e-07,0
1.435000000000006e-07,0
1.436250000000006e-07,0
1.437500000000006e-07,0
1.438750000000006e-07,0
1.44e-07,0
1.441250000000006e-07,0
1.442500000000006e-07,0
1.443750000000006e-07,0
1.445000000000006e-07,0
1.446250000000006e-07,0
1.447500000000007e-07,0
1.448750000000007e-07,0
1.450000000000007e-07,0
1.451250000000007e-07,0
1.452500000000007e-07,0
1.453750000000007e-07,0
1.455000000000007e-07,0
1.456250000000007e-07,0
1.457500000000007e-07,0
1.458750000000007e-07,0
1.46e-07,0
1.461250000000008e-07,1.8
1.462500000000008e-07,1.8
1.463750000000008e-07,1.8
1.465000000000008e-07,1.8
1.466250000000008e-07,1.8
1.467500000000008e-07,1.8
1.468750000000008e-07,1.8
1.470000000000008e-07,1.8
1.471250000000008e-07,1.8
1.472500000000008e-07,1.8
1.473750000000009e-07,1.8
1.475000000000009e-07,1.8
1.476250000000009e-07,1.8
1.477500000000009e-07,1.8
1.478750000000009e-07,1.8
1.48e-07,1.8
1.481250000000009e-07,1.8
1.482500000000009e-07,1.8
1.483750000000009e-07,1.8
1.485000000000009e-07,1.8
1.486250000000009e-07,1.8
1.48750000000001e-07,1.8
1.48875000000001e-07,1.8
1.49000000000001e-07,1.8
1.49125000000001e-07,1.8
1.49250000000001e-07,1.8
1.49375000000001e-07,1.8
1.49500000000001e-07,1.8
1.49625000000001e-07,1.8
1.49750000000001e-07,1.8
1.49875000000001e-07,1.8
1.5e-07,1.8
1.501250000000011e-07,1.8
1.502500000000011e-07,1.8
1.503750000000011e-07,1.8
1.505000000000011e-07,1.8
1.506250000000011e-07,1.8
1.507500000000011e-07,1.8
1.508750000000011e-07,1.8
1.510000000000011e-07,1.8
1.511250000000011e-07,1.8
1.512500000000011e-07,1.8
1.513750000000012e-07,1.8
1.515000000000012e-07,1.8
1.516250000000012e-07,1.8
1.517500000000012e-07,1.8
1.518750000000012e-07,1.8
1.52e-07,1.8
1.521250000000012e-07,1.8
1.522500000000012e-07,1.8
1.523750000000012e-07,1.8
1.525000000000012e-07,1.8
1.526250000000012e-07,1.8
1.527500000000013e-07,1.8
1.528750000000013e-07,1.8
1.530000000000013e-07,1.8
1.531250000000013e-07,1.8
1.532500000000013e-07,1.8
1.533750000000013e-07,1.8
1.535000000000013e-07,1.8
1.536250000000013e-07,1.8
1.537500000000013e-07,1.8
1.538750000000013e-07,1.8
1.54e-07,1.8
1.541250000000014e-07,0
1.542500000000014e-07,0
1.543750000000014e-07,0
1.545000000000014e-07,0
1.546250000000014e-07,0
1.547500000000014e-07,0
1.548750000000014e-07,0
1.550000000000014e-07,0
1.551250000000014e-07,0
1.552500000000014e-07,0
1.553750000000015e-07,0
1.555000000000015e-07,0
1.556250000000015e-07,0
1.557500000000015e-07,0
1.558750000000015e-07,0
1.56e-07,0
1.561250000000015e-07,0
1.562500000000015e-07,0
1.563750000000015e-07,0
1.565000000000015e-07,0
1.566250000000015e-07,0
1.567500000000016e-07,0
1.568750000000016e-07,0
1.570000000000016e-07,0
1.571250000000016e-07,0
1.572500000000016e-07,0
1.573750000000016e-07,0
1.575000000000016e-07,0
1.576250000000016e-07,0
1.577500000000016e-07,0
1.578750000000016e-07,0
1.58e-07,0
1.581250000000017e-07,1.8
1.582500000000017e-07,1.8
1.583750000000017e-07,1.8
1.585000000000017e-07,1.8
1.586250000000017e-07,1.8
1.587500000000017e-07,1.8
1.588750000000017e-07,1.8
1.590000000000017e-07,1.8
1.591250000000017e-07,1.8
1.592500000000017e-07,1.8
1.593750000000018e-07,1.8
1.595000000000018e-07,1.8
1.596250000000018e-07,1.8
1.597500000000018e-07,1.8
1.598750000000018e-07,1.8
1.6e-07,1.8
1.601250000000018e-07,1.8
1.602500000000018e-07,1.8
1.603750000000018e-07,1.8
1.605000000000018e-07,1.8
1.606250000000019e-07,1.8
1.607500000000019e-07,1.8
1.608750000000019e-07,1.8
1.610000000000019e-07,1.8
1.611250000000019e-07,1.8
1.612500000000019e-07,1.8
1.613750000000019e-07,1.8
1.615000000000019e-07,1.8
1.616250000000019e-07,1.8
1.617500000000019e-07,1.8
1.618750000000019e-07,1.8
1.62e-07,1.8
1.62125000000002e-07,0
1.62250000000002e-07,0
1.62375000000002e-07,0
1.62500000000002e-07,0
1.62625000000002e-07,0
1.62750000000002e-07,0
1.62875000000002e-07,0
1.63000000000002e-07,0
1.63125000000002e-07,0
1.63250000000002e-07,0
1.633750000000021e-07,0
1.635000000000021e-07,0
1.636250000000021e-07,0
1.637500000000021e-07,0
1.638750000000021e-07,0
1.64e-07,0
1.641250000000021e-07,0
1.642500000000021e-07,0
1.643750000000021e-07,0
1.645000000000021e-07,0
1.646250000000022e-07,0
1.647500000000022e-07,0
1.648750000000022e-07,0
1.650000000000022e-07,0
1.651250000000022e-07,0
1.652500000000022e-07,0
1.653750000000022e-07,0
1.655000000000022e-07,0
1.656250000000022e-07,0
1.657500000000022e-07,0
1.658750000000022e-07,0
1.66e-07,0
1.661250000000023e-07,0
1.662500000000023e-07,0
1.663750000000023e-07,0
1.665000000000023e-07,0
1.666250000000023e-07,0
1.667500000000023e-07,0
1.668750000000023e-07,0
1.670000000000023e-07,0
1.671250000000023e-07,0
1.672500000000023e-07,0
1.673750000000024e-07,0
1.675000000000024e-07,0
1.676250000000024e-07,0
1.677500000000024e-07,0
1.678750000000024e-07,0
1.68e-07,0
1.681250000000024e-07,0
1.682500000000024e-07,0
1.683750000000024e-07,0
1.685000000000024e-07,0
1.686250000000025e-07,0
1.687500000000025e-07,0
1.688750000000025e-07,0
1.690000000000025e-07,0
1.691250000000025e-07,0
1.692500000000025e-07,0
1.693750000000025e-07,0
1.695000000000025e-07,0
1.696250000000025e-07,0
1.697500000000025e-07,0
1.698750000000025e-07,0
1.7e-07,0
1.701250000000026e-07,1.8
1.702500000000026e-07,1.8
1.703750000000026e-07,1.8
1.705000000000026e-07,1.8
1.706250000000026e-07,1.8
1.707500000000026e-07,1.8
1.708750000000026e-07,1.8
1.710000000000026e-07,1.8
1.711250000000026e-07,1.8
1.712500000000026e-07,1.8
1.713750000000027e-07,1.8
1.715000000000027e-07,1.8
1.716250000000027e-07,1.8
1.717500000000027e-07,1.8
1.718750000000027e-07,1.8
1.72e-07,1.8
1.721250000000027e-07,1.8
1.722500000000027e-07,1.8
1.723750000000027e-07,1.8
1.725000000000027e-07,1.8
1.726250000000028e-07,1.8
1.727500000000028e-07,1.8
1.728750000000028e-07,1.8
1.730000000000028e-07,1.8
1.731250000000028e-07,1.8
1.732500000000028e-07,1.8
1.733750000000028e-07,1.8
1.735000000000028e-07,1.8
1.736250000000028e-07,1.8
1.737500000000028e-07,1.8
1.738750000000028e-07,1.8
1.74e-07,1.8
1.741250000000029e-07,0
1.742500000000029e-07,0
1.743750000000029e-07,0
1.745000000000029e-07,0
1.746250000000029e-07,0
1.747500000000029e-07,0
1.748750000000029e-07,0
1.750000000000029e-07,0
1.751250000000029e-07,0
1.752500000000029e-07,0
1.75375000000003e-07,0
1.75500000000003e-07,0
1.75625000000003e-07,0
1.75750000000003e-07,0
1.75875000000003e-07,0
1.76e-07,0
1.76125000000003e-07,0
1.76250000000003e-07,0
1.76375000000003e-07,0
1.76500000000003e-07,0
1.766250000000031e-07,0
1.767500000000031e-07,0
1.768750000000031e-07,0
1.770000000000031e-07,0
1.771250000000031e-07,0
1.772500000000031e-07,0
1.773750000000031e-07,0
1.775000000000031e-07,0
1.776250000000031e-07,0
1.777500000000031e-07,0
1.778750000000031e-07,0
1.78e-07,0
1.781250000000032e-07,0
1.782500000000032e-07,0
1.783750000000032e-07,0
1.785000000000032e-07,0
1.786250000000032e-07,0
1.787500000000032e-07,0
1.788750000000032e-07,0
1.790000000000032e-07,0
1.791250000000032e-07,0
1.792500000000032e-07,0
1.793750000000033e-07,0
1.795000000000033e-07,0
1.796250000000033e-07,0
1.797500000000033e-07,0
1.798750000000033e-07,0
1.8e-07,0
1.801250000000033e-07,0
1.802500000000033e-07,0
1.803750000000033e-07,0
1.805000000000033e-07,0
1.806250000000034e-07,0
1.807500000000034e-07,0
1.808750000000034e-07,0
1.810000000000034e-07,0
1.811250000000034e-07,0
1.812500000000034e-07,0
1.813750000000034e-07,0
1.815000000000034e-07,0
1.816250000000034e-07,0
1.817500000000034e-07,0
1.818750000000034e-07,0
1.82e-07,0
1.821250000000035e-07,0
1.822500000000035e-07,0
1.823750000000035e-07,0
1.825000000000035e-07,0
1.826250000000035e-07,0
1.827500000000035e-07,0
1.828750000000035e-07,0
1.830000000000035e-07,0
1.831250000000035e-07,0
1.832500000000036e-07,0
1.833750000000036e-07,0
1.835000000000036e-07,0
1.836250000000036e-07,0
1.837500000000036e-07,0
1.838750000000036e-07,0
1.84e-07,0
1.841250000000036e-07,0
1.842500000000036e-07,0
1.843750000000036e-07,0
1.845000000000036e-07,0
1.846250000000037e-07,0
1.847500000000037e-07,0
1.848750000000037e-07,0
1.850000000000037e-07,0
1.851250000000037e-07,0
1.852500000000037e-07,0
1.853750000000037e-07,0
1.855000000000037e-07,0
1.856250000000037e-07,0
1.857500000000037e-07,0
1.858750000000037e-07,0
1.86e-07,0
1.861250000000038e-07,0
1.862500000000038e-07,0
1.863750000000038e-07,0
1.865000000000038e-07,0
1.866250000000038e-07,0
1.867500000000038e-07,0
1.868750000000038e-07,0
1.870000000000038e-07,0
1.871250000000038e-07,0
1.872500000000039e-07,0
1.873750000000039e-07,0
1.875000000000039e-07,0
1.876250000000039e-07,0
1.877500000000039e-07,0
1.878750000000039e-07,0
1.88e-07,0
1.881250000000039e-07,0
1.882500000000039e-07,0
1.883750000000039e-07,0
1.885000000000039e-07,0
1.88625000000004e-07,0
1.88750000000004e-07,0
1.88875000000004e-07,0
1.89000000000004e-07,0
1.89125000000004e-07,0
1.89250000000004e-07,0
1.89375000000004e-07,0
1.89500000000004e-07,0
1.89625000000004e-07,0
1.89750000000004e-07,0
1.89875000000004e-07,0
1.9e-07,0
1.901250000000041e-07,1.8
1.902500000000041e-07,1.8
1.903750000000041e-07,1.8
1.905000000000041e-07,1.8
1.906250000000041e-07,1.8
1.907500000000041e-07,1.8
1.908750000000041e-07,1.8
1.910000000000041e-07,1.8
1.911250000000041e-07,1.8
1.912500000000042e-07,1.8
1.913750000000042e-07,1.8
1.915000000000042e-07,1.8
1.916250000000042e-07,1.8
1.917500000000042e-07,1.8
1.918750000000042e-07,1.8
1.92e-07,1.8
1.921250000000042e-07,1.8
1.922500000000042e-07,1.8
1.923750000000042e-07,1.8
1.925000000000042e-07,1.8
1.926250000000043e-07,1.8
1.927500000000043e-07,1.8
1.928750000000043e-07,1.8
1.930000000000043e-07,1.8
1.931250000000043e-07,1.8
1.932500000000043e-07,1.8
1.933750000000043e-07,1.8
1.935000000000043e-07,1.8
1.936250000000043e-07,1.8
1.937500000000043e-07,1.8
1.938750000000043e-07,1.8
1.94e-07,1.8
1.941250000000044e-07,0
1.942500000000044e-07,0
1.943750000000044e-07,0
1.945000000000044e-07,0
1.946250000000044e-07,0
1.947500000000044e-07,0
1.948750000000044e-07,0
1.950000000000044e-07,0
1.951250000000044e-07,0
1.952500000000045e-07,0
1.953750000000045e-07,0
1.955000000000045e-07,0
1.956250000000045e-07,0
1.957500000000045e-07,0
1.958750000000045e-07,0
1.96e-07,0
1.961250000000045e-07,0
1.962500000000045e-07,0
1.963750000000045e-07,0
1.965000000000045e-07,0
1.966250000000046e-07,0
1.967500000000046e-07,0
1.968750000000046e-07,0
1.970000000000046e-07,0
1.971250000000046e-07,0
1.972500000000046e-07,0
1.973750000000046e-07,0
1.975000000000046e-07,0
1.976250000000046e-07,0
1.977500000000046e-07,0
1.978750000000046e-07,0
1.98e-07,0
1.981250000000047e-07,0
1.982500000000047e-07,0
1.983750000000047e-07,0
1.985000000000047e-07,0
1.986250000000047e-07,0
1.987500000000047e-07,0
1.988750000000047e-07,0
1.990000000000047e-07,0
1.991250000000047e-07,0
1.992500000000048e-07,0
1.993750000000048e-07,0
1.995000000000048e-07,0
1.996250000000048e-07,0
1.997500000000048e-07,0
1.998750000000048e-07,0
2e-07,0
2.001250000000048e-07,0
2.002500000000048e-07,0
2.003750000000048e-07,0
2.005000000000048e-07,0
2.006250000000049e-07,0
2.007500000000049e-07,0
2.008750000000049e-07,0
2.010000000000049e-07,0
2.011250000000049e-07,0
2.012500000000049e-07,0
2.013750000000049e-07,0
2.015000000000049e-07,0
2.016250000000049e-07,0
2.017500000000049e-07,0
2.018750000000049e-07,0
2.02e-07,0
2.02125000000005e-07,0
2.02250000000005e-07,0
2.02375000000005e-07,0
2.02500000000005e-07,0
2.02625000000005e-07,0
2.02750000000005e-07,0
2.02875000000005e-07,0
2.03000000000005e-07,0
2.03125000000005e-07,0
2.032500000000051e-07,0
2.033750000000051e-07,0
2.035000000000051e-07,0
2.036250000000051e-07,0
2.037500000000051e-07,0
2.038750000000051e-07,0
2.04e-07,0
2.041250000000051e-07,0
2.042500000000051e-07,0
2.043750000000051e-07,0
2.045000000000051e-07,0
2.046250000000052e-07,0
2.047500000000052e-07,0
2.048750000000052e-07,0
2.050000000000052e-07,0
2.051250000000052e-07,0
2.052500000000052e-07,0
2.053750000000052e-07,0
2.055000000000052e-07,0
2.056250000000052e-07,0
2.057500000000052e-07,0
2.058750000000052e-07,0
2.06e-07,0
2.061250000000053e-07,0
2.062500000000053e-07,0
2.063750000000053e-07,0
2.065000000000053e-07,0
2.066250000000053e-07,0
2.067500000000053e-07,0
2.068750000000053e-07,0
2.070000000000053e-07,0
2.071250000000053e-07,0
2.072500000000054e-07,0
2.073750000000054e-07,0
2.075000000000054e-07,0
2.076250000000054e-07,0
2.077500000000054e-07,0
2.078750000000054e-07,0
2.08e-07,0
2.081250000000054e-07,0
2.082500000000054e-07,0
2.083750000000054e-07,0
2.085000000000054e-07,0
2.086250000000055e-07,0
2.087500000000055e-07,0
2.088750000000055e-07,0
2.090000000000055e-07,0
2.091250000000055e-07,0
2.092500000000055e-07,0
2.093750000000055e-07,0
2.095000000000055e-07,0
2.096250000000055e-07,0
2.097500000000055e-07,0
2.098750000000056e-07,0
2.1e-07,0
2.101250000000056e-07,1.8
2.102500000000056e-07,1.8
2.103750000000056e-07,1.8
2.105000000000056e-07,1.8
2.106250000000056e-07,1.8
2.107500000000056e-07,1.8
2.108750000000056e-07,1.8
2.110000000000056e-07,1.8
2.111250000000056e-07,1.8
2.112500000000057e-07,1.8
2.113750000000057e-07,1.8
2.115000000000057e-07,1.8
2.116250000000057e-07,1.8
2.117500000000057e-07,1.8
2.118750000000057e-07,1.8
2.12e-07,1.8
2.121250000000057e-07,1.8
2.122500000000057e-07,1.8
2.123750000000057e-07,1.8
2.125000000000057e-07,1.8
2.126250000000058e-07,1.8
2.127500000000058e-07,1.8
2.128750000000058e-07,1.8
2.130000000000058e-07,1.8
2.131250000000058e-07,1.8
2.132500000000058e-07,1.8
2.133750000000058e-07,1.8
2.135000000000058e-07,1.8
2.136250000000058e-07,1.8
2.137500000000058e-07,1.8
2.138750000000059e-07,1.8
2.14e-07,1.8
2.141250000000059e-07,0
2.142500000000059e-07,0
2.143750000000059e-07,0
2.145000000000059e-07,0
2.146250000000059e-07,0
2.147500000000059e-07,0
2.148750000000059e-07,0
2.150000000000059e-07,0
2.151250000000059e-07,0
2.15250000000006e-07,0
2.15375000000006e-07,0
2.15500000000006e-07,0
2.15625000000006e-07,0
2.15750000000006e-07,0
2.15875000000006e-07,0
2.16e-07,0
2.16125000000006e-07,0
2.16250000000006e-07,0
2.16375000000006e-07,0
2.16500000000006e-07,0
2.166250000000061e-07,0
2.167500000000061e-07,0
2.168750000000061e-07,0
2.170000000000061e-07,0
2.171250000000061e-07,0
2.172500000000061e-07,0
2.173750000000061e-07,0
2.175000000000061e-07,0
2.176250000000061e-07,0
2.177500000000061e-07,0
2.178750000000062e-07,0
2.18e-07,0
2.181250000000062e-07,1.8
2.182500000000062e-07,1.8
2.183750000000062e-07,1.8
2.185000000000062e-07,1.8
2.186250000000062e-07,1.8
2.187500000000062e-07,1.8
2.188750000000062e-07,1.8
2.190000000000062e-07,1.8
2.191250000000062e-07,1.8
2.192500000000063e-07,1.8
2.193750000000063e-07,1.8
2.195000000000063e-07,1.8
2.196250000000063e-07,1.8
2.197500000000063e-07,1.8
2.198750000000063e-07,1.8
2.2e-07,1.8
2.201250000000063e-07,1.8
2.202500000000063e-07,1.8
2.203750000000063e-07,1.8
2.205000000000063e-07,1.8
2.206250000000064e-07,1.8
2.207500000000064e-07,1.8
2.208750000000064e-07,1.8
2.210000000000064e-07,1.8
2.211250000000064e-07,1.8
2.212500000000064e-07,1.8
2.213750000000064e-07,1.8
2.215000000000064e-07,1.8
2.216250000000064e-07,1.8
2.217500000000064e-07,1.8
2.218750000000065e-07,1.8
2.22e-07,1.8
2.221250000000065e-07,1.8
2.222500000000065e-07,1.8
2.223750000000065e-07,1.8
2.225000000000065e-07,1.8
2.226250000000065e-07,1.8
2.227500000000065e-07,1.8
2.228750000000065e-07,1.8
2.230000000000065e-07,1.8
2.231250000000065e-07,1.8
2.232500000000066e-07,1.8
2.233750000000066e-07,1.8
2.235000000000066e-07,1.8
2.236250000000066e-07,1.8
2.237500000000066e-07,1.8
2.238750000000066e-07,1.8
2.24e-07,1.8
2.241250000000066e-07,1.8
2.242500000000066e-07,1.8
2.243750000000066e-07,1.8
2.245000000000066e-07,1.8
2.246250000000067e-07,1.8
2.247500000000067e-07,1.8
2.248750000000067e-07,1.8
2.250000000000067e-07,1.8
2.251250000000067e-07,1.8
2.252500000000067e-07,1.8
2.253750000000067e-07,1.8
2.255000000000067e-07,1.8
2.256250000000067e-07,1.8
2.257500000000067e-07,1.8
2.258750000000068e-07,1.8
2.26e-07,1.8
2.261250000000068e-07,0
2.262500000000068e-07,0
2.263750000000068e-07,0
2.265000000000068e-07,0
2.266250000000068e-07,0
2.267500000000068e-07,0
2.268750000000068e-07,0
2.270000000000068e-07,0
2.271250000000068e-07,0
2.272500000000069e-07,0
2.273750000000069e-07,0
2.275000000000069e-07,0
2.276250000000069e-07,0
2.277500000000069e-07,0
2.278750000000069e-07,0
2.28e-07,0
2.281250000000069e-07,0
2.282500000000069e-07,0
2.283750000000069e-07,0
2.285000000000069e-07,0
2.28625000000007e-07,0
2.28750000000007e-07,0
2.28875000000007e-07,0
2.29000000000007e-07,0
2.29125000000007e-07,0
2.29250000000007e-07,0
2.29375000000007e-07,0
2.29500000000007e-07,0
2.29625000000007e-07,0
2.29750000000007e-07,0
2.298750000000071e-07,0
2.3e-07,0
2.301250000000071e-07,0
2.302500000000071e-07,0
2.303750000000071e-07,0
2.305000000000071e-07,0
2.306250000000071e-07,0
2.307500000000071e-07,0
2.308750000000071e-07,0
2.310000000000071e-07,0
2.311250000000071e-07,0
2.312500000000072e-07,0
2.313750000000072e-07,0
2.315000000000072e-07,0
2.316250000000072e-07,0
2.317500000000072e-07,0
2.318750000000072e-07,0
2.32e-07,0
2.321250000000072e-07,0
2.322500000000072e-07,0
2.323750000000072e-07,0
2.325000000000073e-07,0
2.326250000000073e-07,0
2.327500000000073e-07,0
2.328750000000073e-07,0
2.330000000000073e-07,0
2.331250000000073e-07,0
2.332500000000073e-07,0
2.333750000000073e-07,0
2.335000000000073e-07,0
2.336250000000073e-07,0
2.337500000000073e-07,0
2.338750000000074e-07,0
2.34e-07,0
2.341250000000074e-07,1.8
2.342500000000074e-07,1.8
2.343750000000074e-07,1.8
2.345000000000074e-07,1.8
2.346250000000074e-07,1.8
2.347500000000074e-07,1.8
2.348750000000074e-07,1.8
2.350000000000074e-07,1.8
2.351250000000074e-07,1.8
2.352500000000075e-07,1.8
2.353750000000075e-07,1.8
2.355000000000075e-07,1.8
2.356250000000075e-07,1.8
2.357500000000075e-07,1.8
2.358750000000075e-07,1.8
2.36e-07,1.8
2.361250000000075e-07,1.8
2.362500000000075e-07,1.8
2.363750000000075e-07,1.8
2.365000000000076e-07,1.8
2.366250000000076e-07,1.8
2.367500000000076e-07,1.8
2.368750000000076e-07,1.8
2.370000000000076e-07,1.8
2.371250000000076e-07,1.8
2.372500000000076e-07,1.8
2.373750000000076e-07,1.8
2.375000000000076e-07,1.8
2.376250000000076e-07,1.8
2.377500000000076e-07,1.8
2.378750000000077e-07,1.8
2.38e-07,1.8
2.381250000000077e-07,0
2.382500000000077e-07,0
2.383750000000077e-07,0
2.385000000000077e-07,0
2.386250000000077e-07,0
2.387500000000077e-07,0
2.388750000000077e-07,0
2.390000000000077e-07,0
2.391250000000077e-07,0
2.392500000000078e-07,0
2.393750000000078e-07,0
2.395000000000078e-07,0
2.396250000000078e-07,0
2.397500000000078e-07,0
2.398750000000078e-07,0
2.4e-07,0
2.401250000000078e-07,0
2.402500000000078e-07,0
2.403750000000078e-07,0
2.405000000000079e-07,0
2.406250000000079e-07,0
2.407500000000079e-07,0
2.408750000000079e-07,0
2.410000000000079e-07,0
2.411250000000079e-07,0
2.412500000000079e-07,0
2.413750000000079e-07,0
2.415000000000079e-07,0
2.416250000000079e-07,0
2.417500000000079e-07,0
2.418750000000079e-07,0
2.42e-07,0
2.42125000000008e-07,0
2.42250000000008e-07,0
2.42375000000008e-07,0
2.42500000000008e-07,0
2.42625000000008e-07,0
2.42750000000008e-07,0
2.42875000000008e-07,0
2.43000000000008e-07,0
2.43125000000008e-07,0
2.432500000000081e-07,0
2.433750000000081e-07,0
2.435000000000081e-07,0
2.436250000000081e-07,0
2.437500000000081e-07,0
2.438750000000081e-07,0
2.44e-07,0
2.441250000000081e-07,0
2.442500000000081e-07,0
2.443750000000081e-07,0
2.445000000000082e-07,0
2.446250000000082e-07,0
2.447500000000082e-07,0
2.448750000000082e-07,0
2.450000000000082e-07,0
2.451250000000082e-07,0
2.452500000000082e-07,0
2.453750000000082e-07,0
2.455000000000082e-07,0
2.456250000000082e-07,0
2.457500000000082e-07,0
2.458750000000082e-07,0
2.46e-07,0
2.461250000000083e-07,0
2.462500000000083e-07,0
2.463750000000083e-07,0
2.465000000000083e-07,0
2.466250000000083e-07,0
2.467500000000083e-07,0
2.468750000000083e-07,0
2.470000000000083e-07,0
2.471250000000083e-07,0
2.472500000000084e-07,0
2.473750000000084e-07,0
2.475000000000084e-07,0
2.476250000000084e-07,0
2.477500000000084e-07,0
2.478750000000084e-07,0
2.48e-07,0
2.481250000000084e-07,0
2.482500000000084e-07,0
2.483750000000084e-07,0
2.485000000000085e-07,0
2.486250000000085e-07,0
2.487500000000085e-07,0
2.488750000000085e-07,0
2.490000000000085e-07,0
2.491250000000085e-07,0
2.492500000000085e-07,0
2.493750000000085e-07,0
2.495000000000085e-07,0
2.496250000000085e-07,0
2.497500000000085e-07,0
2.498750000000085e-07,0
2.5e-07,0
2.501250000000086e-07,0
2.502500000000086e-07,0
2.503750000000086e-07,0
2.505000000000086e-07,0
2.506250000000086e-07,0
2.507500000000086e-07,0
2.508750000000086e-07,0
2.510000000000086e-07,0
2.511250000000086e-07,0
2.512500000000087e-07,0
2.513750000000087e-07,0
2.515000000000087e-07,0
2.516250000000087e-07,0
2.517500000000087e-07,0
2.518750000000087e-07,0
2.52e-07,0
2.521250000000087e-07,0
2.522500000000087e-07,0
2.523750000000087e-07,0
2.525000000000088e-07,0
2.526250000000088e-07,0
2.527500000000088e-07,0
2.528750000000088e-07,0
2.530000000000088e-07,0
2.531250000000088e-07,0
2.532500000000088e-07,0
2.533750000000088e-07,0
2.535000000000088e-07,0
2.536250000000088e-07,0
2.537500000000088e-07,0
2.538750000000088e-07,0
2.54e-07,0
2.541250000000089e-07,1.8
2.542500000000089e-07,1.8
2.543750000000089e-07,1.8
2.545000000000089e-07,1.8
2.546250000000089e-07,1.8
2.547500000000089e-07,1.8
2.548750000000089e-07,1.8
2.550000000000089e-07,1.8
2.551250000000089e-07,1.8
