Vdiff X,Vdiff Y
222,0.5575231948152664
223,0.5634034270467669
224,0.5692751322763194
225,0.5751535870496391
226,0.5810304508985529
227,0.5869070919841366
228,0.5927820114164934
229,0.5986567949095991
230,0.604529930613348
231,0.6104028203207934
232,0.6162736139367015
233,0.6221445751391779
234,0.6280138496302787
235,0.6338828546276358
236,0.6397500579114921
237,0.6456170778836414
238,0.6514823822791558
239,0.6573473936116356
240,0.6632089652911131
241,0.6690719521521646
242,0.6749331874931543
243,0.6807941229026202
244,0.6866531993461473
245,0.6925120644747229
246,0.6983691626178641
247,0.704225940033637
248,0.7100805148946814
249,0.7159351881004419
250,0.721788082998829
251,0.7276406367203947
252,0.7334913082519521
253,0.7393417277199004
254,0.7451903600691665
255,0.7510386310884689
