Vdiff X,Vdiff Y
126,-0.008820996371611711
127,-0.002906762696765153
128,0.002906770231322131
129,0.008821011645128607
130,0.01473494253132235
131,0.02064914514099425
132,0.02656269496338104
133,0.03247681388469892
134,0.03839062459379039
135,0.04430466535007471
136,0.05021754519744204
137,0.05613138983509569
138,0.06204495624885076
139,0.06795869987077796
140,0.07387176207872082
141,0.0797852816742286
142,0.08569838810624919
143,0.09161177427533906
144,0.09752247831418526
145,0.1034356020524929
146,0.1093481554294073
147,0.1152609772157749
148,0.1211728379409567
149,0.127085316279878
150,0.1329971511911601
151,0.1389092422510321
152,0.1448197614384339
153,0.1507314190392697
154,0.1566423515253246
155,0.1625535267569682
156,0.1684635776586416
157,0.1743742190621222
158,0.1802840443961926
159,0.1861940977574954
160,0.1920969221051505
161,0.1980063311518652
162,0.2039148242706676
163,0.2098235292713009
164,0.2157309109635221
165,0.2216388504654296
166,0.2275457667852228
167,0.2334528773621254
168,0.2393580224549019
169,0.2452642394502802
170,0.2511693218601239
171,0.257074579461851
172,0.2629782926311659
173,0.2688825249626292
174,0.2747855116738751
175,0.2806886531668338
176,0.2865883578445436
177,0.2924903444313307
178,0.2983909801987612
179,0.3042917491253263
180,0.3101907650592526
181,0.3160902562078081
182,0.3219883020050953
183,0.327886458259304
184,0.3337822437806002
185,0.3396790115946748
186,0.3455742543634264
187,0.3514695839434436
188,0.3573630022999179
189,0.3632568476459734
190,0.3691491045662341
191,0.3750414238487072
192,0.3809089365357983
193,0.3867996888456544
194,0.3926888097760708
195,0.3985779680058035
196,0.4044651217243396
197,0.4103526510809332
198,0.4162385128820596
199,0.4221243864459121
200,0.4280077029224971
201,0.4338918958376388
202,0.4397744021772982
203,0.4456568945125656
204,0.4515373436924888
205,0.4574181154407044
206,0.463297190365189
207,0.4691762255055547
208,0.4750514453938248
209,0.4809287251670422
210,0.486804295990658
211,0.4926798287393199
212,0.4985532856812356
213,0.5044270433341353
214,0.5102990737924358
215,0.5161710458666704
216,0.5220404179863802
217,0.5279105955975028
218,0.5337790481626803
219,0.5396474226271084
220,0.5455137267018568
221,0.5513802906360752
222,0.5572451343896054
223,0.5631098807144892
224,0.5689666018437993
225,0.5748295245292616
226,0.5806907338748994
227,0.5865518266039436
228,0.5924108639302359
229,0.5982701212389765
230,0.6041276735561147
231,0.609985089967078
232,0.6158399384200548
233,0.6216955091644354
234,0.6275493810076971
235,0.6334031042330956
236,0.6392547846384409
237,0.645106653164333
238,0.6509568266025798
239,0.6568068355473351
240,0.6626530488940789
241,0.6685011939237686
242,0.6743476495935765
243,0.6801939255461402
244,0.6860381715767465
245,0.691882573777624
246,0.6977252913840288
247,0.7035678146574649
248,0.709407793228958
249,0.7152484327413375
250,0.7210873911716933
251,0.7269261412173447
252,0.7327628698324788
253,0.7385997249910194
254,0.7444349011534772
255,0.750269855345409
