Power_Retimer X,Power_Retimer Y
0,0.5761642972694374
1.25e-10,0.5775052690874646
2.5e-10,0.6774485726779921
3.75e-10,0.06881867709198541
5e-10,0.03372066684211842
6.25e-10,0.05874924974268321
7.5e-10,0.1025916474946292
8.75e-10,0.03553305674939349
1e-09,0.005934360489985845
1.125e-09,0.00148229877693804
1.25e-09,0.0005784500226905239
1.375e-09,0.000321065289091239
1.5e-09,0.000195003946423208
1.625e-09,0.0001240226516618511
1.750000000000001e-09,8.268720588753322e-05
1.875000000000001e-09,5.681999336575716e-05
2e-09,3.611610673761291e-05
2.125e-09,0.001351007314363487
2.25e-09,0.003908774620744278
2.375e-09,0.00991419159854063
2.5e-09,0.03511883869359697
2.625e-09,0.0546777530460251
2.75e-09,0.03684481163692704
2.875e-09,0.02726727953185159
3e-09,0.01808346540098053
3.124999999999999e-09,0.00734968404698759
3.249999999999999e-09,0.00271056885970866
3.374999999999999e-09,0.00100708847672824
3.499999999999999e-09,0.0003860241816309077
3.624999999999999e-09,0.0001656191357502376
3.749999999999999e-09,8.606498294306784e-05
3.874999999999998e-09,5.195535417532666e-05
3.999999999999999e-09,3.599320545655627e-05
4.125e-09,0.001361403097608683
4.25e-09,0.03035435696356053
4.375e-09,0.1062233288014164
4.500000000000001e-09,0.0357276153804947
4.625000000000001e-09,0.06228942676622266
4.750000000000001e-09,0.1252172526397568
4.875000000000001e-09,0.03770218676314997
5.000000000000002e-09,0.00637385178330539
5.125000000000002e-09,0.001666174260059622
5.250000000000002e-09,0.000687929285336439
5.375000000000003e-09,0.0003497211750141788
5.500000000000003e-09,0.0001980976284832032
5.625000000000003e-09,0.0001238700360576666
5.750000000000004e-09,8.466108759799726e-05
5.875000000000003e-09,6.188059640514487e-05
6e-09,4.819705904008048e-05
6.125000000000004e-09,0.001372959306530236
6.250000000000005e-09,0.003959248717480792
6.375000000000005e-09,0.009319139466379722
6.500000000000005e-09,0.03708954611014858
6.625000000000006e-09,0.05553920747101607
6.750000000000006e-09,0.03105533956593486
6.875000000000006e-09,0.02238374517787039
7.000000000000006e-09,0.01435507535033342
7.125000000000007e-09,0.005748347293640902
7.250000000000007e-09,0.002145252409086939
7.375000000000007e-09,0.000828694427631411
7.500000000000008e-09,0.00034186329183748
7.625000000000007e-09,0.0001628019175548412
7.750000000000007e-09,9.394255691476184e-05
7.875000000000006e-09,6.219495820739222e-05
8e-09,4.609094603954157e-05
8.125000000000005e-09,0.001371263457853424
8.250000000000004e-09,0.03761027685328006
8.375000000000004e-09,0.1703856051668358
8.500000000000003e-09,0.03905472985027158
8.625000000000003e-09,0.06649928034950607
8.750000000000002e-09,0.148087719657286
8.875000000000002e-09,0.05512631859820215
9.000000000000001e-09,0.009695774058752545
9.125000000000001e-09,0.002877118220926057
9.25e-09,0.001091443131419346
9.375e-09,0.0004764871844326304
9.499999999999999e-09,0.0002334745942198876
9.624999999999999e-09,0.0001322730014707648
9.749999999999998e-09,8.628142765891171e-05
9.874999999999997e-09,6.192226005233674e-05
9.999999999999997e-09,4.810731777282673e-05
1.0125e-08,0.001372888430000296
1.025e-08,0.003974047753088384
1.0375e-08,0.00903839918238877
1.049999999999999e-08,0.03804264980009441
1.062499999999999e-08,0.05664805283385294
1.074999999999999e-08,0.0279891441114357
1.087499999999999e-08,0.01968595883560798
1.099999999999999e-08,0.01242435122613072
1.112499999999999e-08,0.004919957924997573
1.124999999999999e-08,0.001847962826495613
1.137499999999999e-08,0.0007292254210991782
1.149999999999999e-08,0.0003120013036672635
1.162499999999999e-08,0.0001553140452213214
1.174999999999999e-08,9.298137319614334e-05
1.187499999999999e-08,6.325461843166134e-05
1.199999999999999e-08,4.768860801751483e-05
1.212499999999999e-08,0.001373288795335383
1.224999999999999e-08,0.03179163009398646
1.237499999999999e-08,0.1865399217916621
1.249999999999999e-08,0.04030053421227752
1.262499999999999e-08,0.06634729352610491
1.274999999999999e-08,0.1446948617313832
1.287499999999998e-08,0.06789423210312513
1.299999999999998e-08,0.01213621728976778
1.312499999999998e-08,0.003859179904141234
1.324999999999998e-08,0.001407490268963358
1.337499999999998e-08,0.000565859983008632
1.349999999999998e-08,0.0002501304799791534
1.362499999999998e-08,0.0001285599596832401
1.374999999999998e-08,7.841175844028156e-05
1.387499999999998e-08,5.380887295362799e-05
1.399999999999998e-08,4.072509710059576e-05
1.412499999999998e-08,0.001366788530689029
1.424999999999998e-08,0.0039546101683385
1.437499999999998e-08,0.00933728661860699
1.449999999999998e-08,0.03705372257685601
1.462499999999998e-08,0.05637356220734697
1.474999999999998e-08,0.03073360998987733
1.487499999999998e-08,0.02188259388296325
1.499999999999998e-08,0.01419441738072023
1.512499999999997e-08,0.005699033541006873
1.524999999999997e-08,0.00211629684379872
1.537499999999997e-08,0.0008063690225399608
1.549999999999997e-08,0.0003241203288951156
1.562499999999997e-08,0.0001484622823597387
1.574999999999997e-08,8.212908846484884e-05
1.587499999999997e-08,5.22621375399395e-05
1.599999999999997e-08,3.759065278273363e-05
1.612499999999997e-08,0.001363973337716942
1.624999999999997e-08,0.03763778979465158
1.637499999999997e-08,0.1699157655149903
1.649999999999997e-08,0.03903729634364269
1.662499999999997e-08,0.06647446182424288
1.674999999999997e-08,0.1481412970838277
1.687499999999997e-08,0.0555614798499198
1.699999999999997e-08,0.009689563609172704
1.712499999999997e-08,0.002855274900132524
1.724999999999997e-08,0.001085847833662761
1.737499999999997e-08,0.0004754565975808463
1.749999999999996e-08,0.0002331707547621972
1.762499999999996e-08,0.0001320358146923192
1.774999999999996e-08,8.609700088062154e-05
1.787499999999996e-08,6.182168742253901e-05
1.799999999999996e-08,4.80313398349409e-05
1.812499999999996e-08,0.001372834204005738
1.824999999999996e-08,0.003973992903486962
1.837499999999996e-08,0.009038271093150496
1.849999999999996e-08,0.03804280822131456
1.862499999999996e-08,0.05665007017454134
1.874999999999996e-08,0.02799164483078419
1.887499999999996e-08,0.01965854518803475
1.899999999999996e-08,0.01250616171698592
1.912499999999996e-08,0.004920434811718239
1.924999999999996e-08,0.001843089584996842
1.937499999999996e-08,0.0007281584551907639
1.949999999999996e-08,0.0003104921708099304
1.962499999999996e-08,0.0001542014413458024
1.974999999999996e-08,9.200754981549978e-05
1.987499999999995e-08,6.24549736431437e-05
1.999999999999995e-08,4.694403525963316e-05
2.012499999999995e-08,0.001372597275202693
2.024999999999995e-08,0.05223380981000278
2.037499999999995e-08,0.2981773337294755
2.049999999999995e-08,0.0408797412799638
2.062499999999995e-08,0.06698899373905691
2.074999999999995e-08,0.2004479509760799
2.087499999999995e-08,0.09735814905834551
2.099999999999995e-08,0.01723256249948903
2.112499999999995e-08,0.005424846609781389
2.124999999999995e-08,0.001921127088994699
2.137499999999995e-08,0.0007355917243048144
2.149999999999995e-08,0.0003051144968961621
2.162499999999995e-08,0.0001484892412509647
2.174999999999995e-08,8.815954367412157e-05
2.187499999999994e-08,6.020171658313094e-05
2.199999999999995e-08,4.592803090435988e-05
2.212499999999995e-08,0.001371790043262064
