Power_Bias X,Power_Bias Y
8.875000000000002e-09,0.00018
9.000000000000001e-09,0.00018
9.125000000000001e-09,0.00018
9.25e-09,0.00018
9.375e-09,0.00018
9.499999999999999e-09,0.00018
9.624999999999999e-09,0.00018
9.749999999999998e-09,0.00018
9.874999999999997e-09,0.00018
9.999999999999997e-09,0.00018
1.0125e-08,0.00018
1.025e-08,0.00018
1.0375e-08,0.00018
1.049999999999999e-08,0.00018
1.062499999999999e-08,0.00018
1.074999999999999e-08,0.00018
1.087499999999999e-08,0.00018
1.099999999999999e-08,0.00018
1.112499999999999e-08,0.00018
1.124999999999999e-08,0.00018
1.137499999999999e-08,0.00018
1.149999999999999e-08,0.00018
1.162499999999999e-08,0.00018
1.174999999999999e-08,0.00018
1.187499999999999e-08,0.00018
1.199999999999999e-08,0.00018
1.212499999999999e-08,0.00018
1.224999999999999e-08,0.00018
1.237499999999999e-08,0.00018
1.249999999999999e-08,0.00018
1.262499999999999e-08,0.00018
1.274999999999999e-08,0.00018
1.287499999999998e-08,0.00018
1.299999999999998e-08,0.00018
1.312499999999998e-08,0.00018
1.324999999999998e-08,0.00018
1.337499999999998e-08,0.00018
1.349999999999998e-08,0.00018
1.362499999999998e-08,0.00018
1.374999999999998e-08,0.00018
1.387499999999998e-08,0.00018
1.399999999999998e-08,0.00018
1.412499999999998e-08,0.00018
1.424999999999998e-08,0.00018
1.437499999999998e-08,0.00018
1.449999999999998e-08,0.00018
1.462499999999998e-08,0.00018
1.474999999999998e-08,0.00018
1.487499999999998e-08,0.00018
1.499999999999998e-08,0.00018
1.512499999999997e-08,0.00018
1.524999999999997e-08,0.00018
1.537499999999997e-08,0.00018
1.549999999999997e-08,0.00018
1.562499999999997e-08,0.00018
1.574999999999997e-08,0.00018
1.587499999999997e-08,0.00018
1.599999999999997e-08,0.00018
1.612499999999997e-08,0.00018
1.624999999999997e-08,0.00018
1.637499999999997e-08,0.00018
1.649999999999997e-08,0.00018
1.662499999999997e-08,0.00018
1.674999999999997e-08,0.00018
1.687499999999997e-08,0.00018
1.699999999999997e-08,0.00018
1.712499999999997e-08,0.00018
1.724999999999997e-08,0.00018
1.737499999999997e-08,0.00018
1.749999999999996e-08,0.00018
1.762499999999996e-08,0.00018
1.774999999999996e-08,0.00018
1.787499999999996e-08,0.00018
1.799999999999996e-08,0.00018
1.812499999999996e-08,0.00018
1.824999999999996e-08,0.00018
1.837499999999996e-08,0.00018
1.849999999999996e-08,0.00018
1.862499999999996e-08,0.00018
1.874999999999996e-08,0.00018
1.887499999999996e-08,0.00018
1.899999999999996e-08,0.00018
1.912499999999996e-08,0.00018
1.924999999999996e-08,0.00018
1.937499999999996e-08,0.00018
1.949999999999996e-08,0.00018
1.962499999999996e-08,0.00018
1.974999999999996e-08,0.00018
1.987499999999995e-08,0.00018
