/OUTn X,/OUTn Y
0,1.799999999470027
1,1.797042561958769
2,1.794085181046314
3,1.791127822672488
4,1.788170585988259
5,1.785213311134528
6,1.782256099774692
7,1.779298908556489
8,1.776342069320198
9,1.773384962209079
10,1.770427917580879
11,1.76747089454468
12,1.764513991362704
13,1.761557052833586
14,1.758600176183381
15,1.755643322368454
16,1.752687788882479
17,1.749731020550905
18,1.746774313454431
19,1.743817630273275
20,1.740861066042136
21,1.737904468536326
22,1.73494793210896
23,1.731991420547977
24,1.7290352598081
25,1.726078834644145
26,1.723122470347154
27,1.720166131768693
28,1.71720991185276
29,1.714253660283042
30,1.711297469552477
31,1.708341305317519
32,1.705390837975037
33,1.702434763258835
34,1.699478749260874
35,1.696522762484945
36,1.693566894525582
37,1.690610996278886
38,1.687655159038301
39,1.684699349702902
40,1.681743892187835
41,1.678788172269384
42,1.675832513543082
43,1.672876883379871
44,1.669921372509931
45,1.66696583258628
46,1.664010354136825
47,1.661054904894134
48,1.658100784908058
49,1.655145427149257
50,1.652190085571119
51,1.649234865035793
52,1.646279718938852
53,1.643324544984872
54,1.640369394267972
55,1.637414351960488
56,1.634459484470226
57,1.631504636773477
58,1.628549676931232
59,1.625594817260868
60,1.622639983948626
61,1.619685244294153
62,1.616730478343979
63,1.613775802814467
64,1.610850572477411
65,1.607897172064409
66,1.604942617711457
67,1.601988145601352
68,1.599033728023617
69,1.596079371005493
70,1.59312501441994
71,1.590170733224873
72,1.587216718428894
73,1.584262584534918
74,1.581308428061057
75,1.57835434121952
76,1.575400330222945
77,1.572446355647718
78,1.569492401760033
79,1.566538512801826
80,1.563585860314608
81,1.560632150324797
82,1.557678402158915
83,1.554724715147439
84,1.551771120039771
85,1.548817544511058
86,1.54586400484992
87,1.542910523473238
88,1.539957360884329
89,1.537004006004594
90,1.534050678343406
91,1.531097406876272
92,1.528144239165811
93,1.525191080205031
94,1.522237968262386
95,1.51928491117698
96,1.516337596063768
97,1.513384713852651
98,1.51043182379867
99,1.50747898797624
100,1.504526264395825
101,1.501573543892645
102,1.498620878296486
103,1.495668266987322
104,1.492716001057022
105,1.489763513269973
106,1.486811077212362
107,1.483858696132467
108,1.480906433020825
109,1.477954148793368
110,1.475001970758887
111,1.472049808734411
112,1.469099019524601
113,1.466146995051953
114,1.463195049742845
115,1.460243136538213
116,1.457291368450728
117,1.454339583488542
118,1.451387881569494
119,1.44843622204681
120,1.445484934035088
121,1.442533410843065
122,1.439581961821486
123,1.436630562228531
124,1.433679299795966
125,1.430728035218647
126,1.427776848889452
127,1.424825716527036
128,1.422388689971904
129,1.419438482281453
130,1.416488348240986
131,1.413538276803763
132,1.410588347395991
133,1.407638431977467
134,1.404688600749932
135,1.401738836009354
136,1.398789440923875
137,1.395839851579695
138,1.39289033606265
139,1.389940891486893
140,1.38699159232342
141,1.384042319154732
142,1.381093133611584
143,1.378144024067024
144,1.375196259185213
145,1.37224737494939
146,1.369298535870453
147,1.366349778492719
148,1.363401170317514
149,1.360452603695692
150,1.357504128698757
151,1.354555741799021
152,1.351607777732901
153,1.34865956094633
154,1.345711494841612
155,1.342763475183085
156,1.339815670628953
157,1.336867853978156
158,1.33392019841609
159,1.330972590994211
160,1.328031053012178
161,1.325083664402448
162,1.322136448788773
163,1.319189283186083
164,1.316242356662593
165,1.31329542164739
166,1.310348673188813
167,1.307401976815
168,1.304455774576774
169,1.301509325580445
170,1.29856307869294
171,1.295616886195687
172,1.292670964125356
173,1.289725038028879
174,1.286779331937066
175,1.283833682807046
176,1.28088958087607
177,1.277944220658129
178,1.274999101114306
179,1.272054041409885
180,1.269109293762525
181,1.26616454768982
182,1.263220066227642
183,1.260275647836191
184,1.257331809372455
185,1.254387733937298
186,1.2514439509184
187,1.248500234610487
188,1.245556886339577
189,1.242613546758776
190,1.239670531996678
191,1.236727588059775
192,1.233818474903226
193,1.230875984704919
194,1.22793385816648
195,1.224991807114273
196,1.222050201440543
197,1.219108613605499
198,1.216167434006185
199,1.213226335194166
200,1.210285973835363
201,1.207345392161495
202,1.204405270812966
203,1.201465236290444
204,1.198525751910615
205,1.195586297254567
206,1.192647364013988
207,1.189708524488739
208,1.186771581195291
209,1.183833395980826
210,1.180895803682444
211,1.177958312962644
212,1.175021516152179
213,1.1720847645794
214,1.169148689554253
215,1.166212725076546
216,1.163277791036472
217,1.160342665667007
218,1.157408313922301
219,1.154474082929263
220,1.151540740725723
221,1.148607463924246
222,1.14567507277675
223,1.142742813938994
224,1.1398176934208
225,1.136886529037225
226,1.133956377679492
227,1.131026371631237
228,1.128097510459981
229,1.125168740401712
230,1.122241127375391
231,1.119313674149945
232,1.116387766234474
233,1.113461715468309
234,1.11053697919882
235,1.107612418695261
236,1.104689318066604
237,1.101766340129989
238,1.098844845874428
239,1.095923544743432
240,1.093005197077148
241,1.090085672694596
242,1.087167806805476
243,1.084250152657488
244,1.081334309219465
245,1.078418625305679
246,1.075504777811242
247,1.072591161773482
248,1.069679785964845
249,1.066768336487962
250,1.063858894404895
251,1.060949704435198
252,1.058042667657577
253,1.055135831288333
254,1.052231163740826
255,1.049326769772371
